0.221556  0.328216  0.422038  0.0794324
0.249129  0.329551  0.516193  -0.156819
0.172076  0.324541  0.0262115  -0.0426335
0.213954  0.285967  0.416656  0.395885
0.251302  0.307303  0.620592  -0.0432197
0.214857  0.306562  0.43589  0.239389
0.182529  0.281452  0.220185  0.410489
0.164028  0.280095  0.0884131  0.367693
0.176767  0.23806  -0.0731882  0.608919
0.221434  0.291779  0.471808  0.338235
0.21743  0.335523  0.366109  0.0487862
0.20113  0.333204  0.271312  0.0707465
0.251946  0.367681  0.246752  -0.283041
0.214445  0.289571  0.427517  0.366475
0.219734  0.337533  0.369533  0.0321812
0.161962  0.261401  -0.0178538  0.461266
0.18302  0.283374  0.227969  0.398755
0.246532  0.337835  0.472686  -0.153408
0.229845  0.37129  0.163513  -0.108096
0.196357  0.281534  0.303936  0.427095
0.19581  0.312703  0.313054  0.2088
0.192356  0.342065  0.104463  -0.0195967
0.231535  0.342549  0.405112  -0.0401727
0.177017  0.259066  0.0938305  0.527973
0.225044  0.374003  0.0687589  -0.080522
0.193784  0.303178  0.311977  0.275165
0.177307  0.303233  0.212375  0.241193
0.222484  0.288934  0.471691  0.362045
0.164956  0.22364  -0.275859  0.554422
0.15978  0.273915  0.0197563  0.386212
0.187723  0.335512  0.131684  0.00740284
0.171267  0.281073  0.145926  0.386628
0.226402  0.320828  0.473956  0.105336
0.22249  0.307919  0.479489  0.208783
0.16683  0.308166  0.13726  0.136023
0.229787  0.305573  0.524459  0.195875
0.224992  0.334704  0.413038  0.0300059
0.194211  0.279952  0.286904  0.436
0.178247  0.267944  0.145903  0.484058
0.200986  0.301415  0.355778  0.290041
0.217595  0.346537  0.301635  -0.0089667
0.197107  0.272965  0.278551  0.486417
0.241265  0.379618  0.148482  -0.160342
0.162347  0.311314  0.0742396  0.020825
0.187641  0.261159  0.167235  0.54408
0.160104  0.292026  0.0908701  0.25381
0.242794  0.378618  0.165631  -0.174479
0.19719  0.340912  0.179923  0.0100847
0.218159  0.355507  0.23296  -0.0476579
0.244542  0.314868  0.577436  0.00378688
0.236318  0.293197  0.555981  0.288159
0.216062  0.316098  0.427672  0.171536
0.21392  0.356892  0.179863  -0.0483079
0.158022  0.258116  -0.0965677  0.446141
0.191156  0.251777  0.102777  0.608655
0.229558  0.323207  0.483042  0.0745386
0.235008  0.383738  0.0362206  -0.0885938
0.236742  0.381612  0.0918582  -0.119971
0.241881  0.370262  0.241988  -0.177771
0.228389  0.296569  0.518039  0.277713
0.187747  0.313198  0.262291  0.192309
